id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,date,avg_tmpr_c,erroneous_orders_data,tiny_orders,small_orders,medium_orders,large_orders,most_popular_order_type
214748364857,58,A Tasty Bite,23242,FR,Paris,48.87,2.33,2022-09-03,16.64,0,1,2,0,0,Small
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.37,4.9,2022-08-10,16.94,0,0,8,0,0,Small
214748364857,58,A Tasty Bite,23242,FR,Paris,48.87,2.33,2022-08-17,17.76,0,1,4,0,0,Small
137438953524,53,The Red Rooster,17484,GB,London,51.51,-0.13,2022-08-06,15.89,0,2,4,0,0,Small
163208757323,76,Happy Hour Cafe,48721,NL,Amsterdam,52.37,4.89,2022-08-03,17.89,0,1,1,0,0,Tiny
257698037813,54,The Spice House,29989,FR,Paris,48.87,2.33,2022-09-28,18.7,0,2,3,0,0,Small
8589934640,49,The Olive Tree,21234,FR,Paris,48.88,2.32,2022-09-03,16.89,0,2,2,0,0,Tiny
137438953514,43,The Food House,17484,FR,Paris,48.86,2.37,2022-09-28,18.78,0,1,1,0,0,Tiny
51539607595,44,The French Kitchen,1672,FR,Paris,48.86,2.34,2022-08-13,18.09,0,2,4,0,0,Small
25769803830,55,The Steak House,95123,FR,Paris,48.87,2.32,2022-09-03,16.53,0,2,6,0,0,Small
231928234029,46,The Italian Table,58574,FR,Paris,48.87,2.3,2022-08-17,17.88,0,2,3,0,0,Small
77309411394,67,Crimson and Clover,63415,GB,London,51.52,-0.13,2022-09-02,13.47,0,1,6,0,0,Small
163208757289,42,The Daily Scoop,48721,IT,Milan,45.47,9.19,2022-09-19,14.78,0,4,2,0,0,Tiny
163208757289,42,The Daily Scoop,48721,IT,Milan,45.47,9.19,2022-09-19,14.76,0,4,2,0,0,Tiny
111669149754,59,Azalea Cafe,22875,GB,London,51.52,-0.09,2022-08-06,15.96,0,1,5,0,0,Small
163208757289,42,The Daily Scoop,48721,IT,Milan,45.47,9.19,2022-08-13,22.66,0,1,3,0,0,Small
28,29,The Olive Branch,18235,US,Sioux City,42.51,-96.37,2022-08-21,18.15,0,0,4,0,0,Small
60129542179,36,Blue Ocean Grill,85945,IT,Milan,45.48,9.2,2022-08-05,23.93,0,2,1,0,0,Tiny
154618822728,73,Fresh Harvest,69842,GB,London,51.51,-0.12,2022-09-22,14.16,0,3,1,0,0,Tiny
60129542203,60,Big City Grill,85945,GB,London,51.51,-0.13,2022-09-02,14.33,0,0,4,0,0,Small
214748364860,61,Blue Water Bistro,23242,FR,Paris,48.88,2.34,2022-08-17,17.72,0,1,8,0,0,Small
120259084315,28,The Spicy Pickle,40542,IT,Milan,45.47,9.19,2022-08-05,24.25,0,2,6,0,0,Small
103079215124,21,The Lazy Daisy,1670,US,Navajo Dam,36.89,-107.6,2022-09-18,17.48,0,3,3,0,0,Tiny
