id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,date,avg_tmpr_c,erroneous_orders_data,tiny_orders,small_orders,medium_orders,large_orders,most_popular_order_type
154618822730,75,Greenhouse Cafe,69842,GB,London,51.51,-0.08,2022-09-22,14.66,0,3,1,0,0,Tiny
266287972391,40,Crimson Cafe,70700,IT,Milan,45.47,9.19,2022-09-11,18.08,0,1,2,0,0,Small
223338299443,52,The Red Door,71667,GB,London,51.51,-0.13,2022-09-18,10.49,0,4,3,0,0,Tiny
25769803808,33,The Blue Elephant,95123,US,Clinton Township,42.62,-82.87,2022-09-29,12.55,0,3,3,0,0,Tiny
77309411381,54,The Spice House,63415,FR,Paris,48.88,2.33,2022-08-17,17.82,0,1,10,0,0,Small
103079215119,16,The Spice Tree,1670,US,Kingston,35.88,-84.51,2022-09-25,22.81,0,2,5,0,0,Small
257698037773,14,The Gourmet Garden,29989,US,Ruther Glen,37.94,-77.47,2022-09-03,20.92,0,5,3,0,0,Tiny
51539607595,44,The French Kitchen,1672,FR,Paris,48.86,2.34,2022-08-17,18.09,0,1,4,0,0,Small
266287972406,55,The Steak House,70700,FR,Paris,48.87,2.32,2022-08-17,18.27,0,1,4,0,0,Small
180388626486,55,The Steak House,78270,GB,London,51.48,-0.01,2022-08-05,14.47,0,2,3,0,0,Small
163208757318,71,Fire and Spice,48721,GB,London,51.52,-0.15,2022-09-02,13.61,0,2,5,0,0,Small
17179869237,54,The Spice House,66775,FR,Paris,48.85,2.34,2022-09-28,18.27,0,0,12,0,0,Small
231928234028,45,The Green Bean,58574,FR,Paris,48.86,2.35,2022-08-13,17.91,0,1,6,0,0,Small
60129542203,60,Big City Grill,85945,GB,London,51.51,-0.13,2022-09-22,14.37,0,2,5,0,0,Small
266287972389,38,Cafe Viva,70700,IT,Milan,45.47,9.19,2022-08-16,25.17,0,4,3,0,0,Tiny
25769803846,71,Fire and Spice,95123,NL,Amsterdam,52.37,4.89,2022-08-02,19.17,0,4,6,0,0,Small
154618822656,1,Savoria,69842,US,Key West,24.55,-81.79,2022-09-24,28.85,0,3,3,0,0,Tiny
