id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,date,avg_tmpr_c,erroneous_orders_data,tiny_orders,small_orders,medium_orders,large_orders,most_popular_order_type
120259084341,54,The Spice House,40542,GB,London,51.5,-0.12,2022-08-17,16.3,0,3,2,0,0,Tiny
77309411395,68,Delish Cafe,63415,NL,Amsterdam,52.36,4.91,2022-08-03,18.36,0,2,4,0,0,Small
68719476797,62,Cafe Luminoso,44516,GB,London,51.53,-0.08,2022-09-22,14.16,0,0,3,0,0,Small
223338299422,31,Bistro 42,71667,IT,Milan,45.47,9.19,2022-08-16,25.77,0,2,4,0,0,Small
188978561093,70,Earth and Vine,5034,GB,London,51.5,-0.16,2022-09-19,13.34,0,1,4,0,0,Small
25769803787,12,The Wooden Spoon,95123,US,Napa,38.28,-122.29,2022-09-29,19.57,0,0,6,0,0,Small
163208757323,76,Happy Hour Cafe,48721,NL,Amsterdam,52.37,4.89,2022-08-30,14.43,0,0,2,0,0,Small
197568495656,41,The Daily Bread,30694,IT,Milan,45.49,9.2,2022-08-16,25.89,0,4,2,0,0,Tiny
94489280566,55,The Steak House,49283,GB,London,51.5,-0.16,2022-08-17,16.38,0,1,1,0,0,Tiny
42949672997,38,Cafe Viva,99501,IT,Milan,45.47,9.19,2022-08-30,23.5,0,1,4,0,0,Small
197568495656,41,The Daily Bread,30694,IT,Milan,45.49,9.2,2022-08-13,22.45,0,4,1,0,0,Tiny
231928234029,46,The Italian Table,58574,FR,Paris,48.87,2.3,2022-08-17,17.86,0,2,3,0,0,Small
103079215168,65,Chef's Corner,1670,GB,London,51.51,-0.15,2022-08-24,17.04,0,5,4,0,0,Tiny
257698037788,29,The Olive Branch,29989,US,Green Bay,44.49,-88.05,2022-08-11,18.55,0,2,5,0,0,Small
60129542179,36,Blue Ocean Grill,85945,IT,Milan,45.48,9.2,2022-08-30,23.53,0,1,1,0,0,Tiny
85899345973,54,The Spice House,80392,FR,Paris,48.88,2.32,2022-08-17,17.68,0,1,3,0,0,Small
111669149743,48,The Local Cafe,22875,FR,Paris,48.87,2.33,2022-08-14,19.23,0,0,5,0,0,Small
120259084301,14,The Gourmet Garden,40542,US,Stockton,38.01,-121.35,2022-09-12,21.61,0,0,7,0,0,Small
249108103236,69,Dragonfly Cafe,62927,GB,London,51.52,-0.15,2022-09-22,14.65,0,2,3,0,0,Small
137438953473,2,Bella Cucina,17484,US,Grand Prairie,32.78,-97.06,2022-09-16,29.48,0,2,1,0,0,Tiny
39,40,Crimson Cafe,18235,IT,Milan,45.49,9.2,2022-08-13,22.15,0,3,1,0,0,Tiny
188978561064,41,The Daily Bread,5034,IT,Milan,45.48,9.2,2022-08-30,23.78,0,1,3,0,0,Small
188978561098,75,Greenhouse Cafe,5034,GB,London,51.52,-0.12,2022-09-22,13.88,0,0,4,0,0,Small
25769803803,28,The Spicy Pickle,95123,ES,Barcelona,41.43,2.12,2022-08-26,24.99,0,1,3,0,0,Small
60129542193,50,The Pancake House,85945,FR,Paris,48.87,2.29,2022-09-03,17.24,0,1,6,0,0,Small
214748364845,46,The Italian Table,23242,FR,Paris 06,48.85,2.32,2022-08-13,18.08,0,3,3,0,0,Tiny
8589934653,62,Cafe Luminoso,21234,GB,London,51.51,-0.23,2022-08-24,17.55,0,1,1,0,0,Tiny
146028888105,42,The Daily Scoop,6723,IT,Milan,45.46,9.18,2022-08-13,22.21,0,2,2,0,0,Tiny
180388626463,32,The Orange Peeler,78270,IT,Milan,45.45,9.21,2022-09-11,17.81,0,3,5,0,0,Small
120259084318,31,Bistro 42,40542,IT,Milan,45.48,9.21,2022-08-13,22.38,0,1,8,0,0,Small
249108103234,67,Crimson and Clover,62927,GB,London,51.51,-0.15,2022-08-24,17.22,0,2,1,0,0,Tiny
257698037825,66,City Bites,29989,GB,London,51.51,-0.14,2022-08-24,16.91,0,1,4,0,0,Small
154618822710,55,The Steak House,69842,FR,Paris,48.86,2.29,2022-09-28,18.28,0,0,4,0,0,Small
180388626479,48,The Local Cafe,78270,FR,Paris,48.86,2.34,2022-08-17,17.6,0,1,4,0,0,Small
163208757317,70,Earth and Vine,48721,GB,Paddington,51.52,-0.17,2022-09-02,13.78,0,3,4,0,0,Small
231928234040,57,The Yellow Submarine,58574,NL,Amsterdam,52.36,4.91,2022-08-07,16.35,0,0,3,0,0,Small
103079215117,14,The Gourmet Garden,1670,US,Victorville,34.51,-117.33,2022-09-01,30.01,0,4,7,0,0,Small
214748364857,58,A Tasty Bite,23242,FR,Paris,48.87,2.33,2022-09-28,17.47,0,2,5,0,0,Small
223338299422,31,Bistro 42,71667,IT,Milan,45.47,9.19,2022-09-19,14.54,0,2,2,0,0,Tiny
94489280571,60,Big City Grill,49283,GB,London,51.52,-0.13,2022-08-06,15.69,0,1,7,0,0,Small
146028888106,43,The Food House,6723,IT,Milan,45.47,9.19,2022-09-19,14.54,0,2,4,0,0,Small
34359738434,67,Crimson and Clover,87979,GB,London,51.51,-0.32,2022-08-24,17.08,0,2,3,0,0,Small
154618822695,40,Crimson Cafe,69842,IT,Milan,45.48,9.2,2022-08-05,24.04,0,3,0,0,0,Tiny
188978561100,77,Harvest Kitchen,5034,GB,London,51.53,-0.14,2022-08-24,17.24,0,3,3,0,0,Tiny
68719476790,55,The Steak House,44516,GB,London,51.51,-0.1,2022-08-24,17.51,0,0,2,0,0,Small
146028888089,26,The Silver Spoon,6723,ES,Barcelona,41.39,2.17,2022-08-26,24.41,0,5,4,0,0,Tiny
51539607595,44,The French Kitchen,1672,FR,Paris,48.86,2.34,2022-08-14,19.53,0,1,4,0,0,Small
77309411393,66,City Bites,63415,GB,London,51.52,-0.12,2022-09-22,13.88,0,1,2,0,0,Small
77309411384,57,The Yellow Submarine,63415,GB,London,51.49,-0.14,2022-08-05,15.23,0,1,5,0,0,Small
85899345977,58,A Tasty Bite,80392,GB,London,51.51,-0.18,2022-08-24,16.78,0,2,1,0,0,Tiny
214748364851,52,The Red Door,23242,FR,Paris,48.85,2.34,2022-08-13,17.78,0,3,2,0,0,Tiny
180388626475,44,The French Kitchen,78270,FR,Paris,48.85,2.35,2022-09-28,18.79,0,0,5,0,0,Small
163208757289,42,The Daily Scoop,48721,IT,Milan,45.47,9.19,2022-08-13,22.62,0,1,3,0,0,Small
42949673023,64,Chateau de Cuisine,99501,GB,London,51.51,-0.13,2022-08-24,16.6,0,1,8,0,0,Small
17179869237,54,The Spice House,66775,FR,Paris,48.85,2.34,2022-08-13,17.32,0,1,3,0,0,Small
163208757289,42,The Daily Scoop,48721,IT,Milan,45.47,9.19,2022-08-05,23.59,0,0,4,0,0,Small
