id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,date,avg_tmpr_c,erroneous_orders_data,tiny_orders,small_orders,medium_orders,large_orders,most_popular_order_type
223338299422,31,Bistro 42,71667,IT,Milan,45.47,9.19,2022-08-05,23.53,0,5,4,0,0,Tiny
223338299422,31,Bistro 42,71667,IT,Milan,45.47,9.19,2022-09-11,17.84,0,0,2,0,0,Small
188978561093,70,Earth and Vine,5034,GB,London,51.5,-0.16,2022-08-05,14.93,0,4,1,0,0,Tiny
77309411381,54,The Spice House,63415,FR,Paris,48.88,2.33,2022-09-28,18.24,0,4,5,0,0,Small
163208757323,76,Happy Hour Cafe,48721,NL,Amsterdam,52.37,4.89,2022-08-07,15.73,0,1,2,0,0,Small
146028888106,43,The Food House,6723,IT,Milan,45.47,9.19,2022-08-16,25.47,0,2,7,0,0,Small
266287972420,69,Dragonfly Cafe,70700,GB,London,51.5,-0.16,2022-09-19,13.17,0,3,5,0,0,Small
197568495656,41,The Daily Bread,30694,IT,Milan,45.49,9.2,2022-08-05,24.15,0,2,7,0,0,Small
77309411340,13,The Firehouse,63415,US,Cushing,35.99,-96.74,2022-09-09,21.0,0,2,3,0,0,Small
146028888124,61,Blue Water Bistro,6723,FR,Paris,48.85,2.35,2022-08-14,19.82,0,2,4,0,0,Small
188978561104,81,The Oak Room,5034,NL,Amsterdam,52.39,4.83,2022-08-26,19.38,0,3,4,0,0,Small
128849018938,59,Azalea Cafe,14894,FR,Paris,48.87,2.3,2022-09-28,17.43,0,2,10,0,0,Small
128849018938,59,Azalea Cafe,14894,FR,Paris,48.87,2.3,2022-08-13,17.65,0,0,5,0,0,Small
231928234029,46,The Italian Table,58574,FR,Paris,48.87,2.3,2022-08-14,18.99,0,2,6,0,0,Small
266287972423,72,Flamingo Cafe,70700,GB,London,51.5,-0.15,2022-08-05,14.6,0,1,2,0,0,Small
34359738413,46,The Italian Table,87979,FR,Paris,48.85,2.35,2022-08-14,18.94,0,1,5,0,0,Small
103079215149,46,The Italian Table,1670,IT,Milan,45.46,9.19,2022-08-30,23.72,0,1,5,0,0,Small
240518168636,61,Blue Water Bistro,73942,FR,Paris,48.87,2.33,2022-09-28,17.85,0,2,2,0,0,Tiny
120259084342,55,The Steak House,40542,GB,London,51.5,-0.22,2022-09-19,13.66,0,1,6,0,0,Small
17179869251,68,Delish Cafe,66775,GB,London,51.5,-0.14,2022-08-05,15.29,0,1,3,0,0,Small
197568495630,15,The Pearl Kitchen,30694,US,Tappahannock,37.92,-76.86,2022-09-27,23.34,0,2,7,0,0,Small
85899345977,58,A Tasty Bite,80392,GB,London,51.51,-0.18,2022-09-02,13.64,0,2,1,0,0,Tiny
42949673023,64,Chateau de Cuisine,99501,GB,London,51.51,-0.13,2022-09-02,14.29,0,2,2,0,0,Tiny
51539607583,32,The Orange Peeler,1672,IT,Milan,45.48,9.2,2022-09-19,14.38,0,2,6,0,0,Small
85899345943,24,The Fisherman's Catch,80392,ES,Barcelona,41.39,2.17,2022-08-26,24.56,0,4,5,0,0,Small
249108103213,46,The Italian Table,62927,IT,Milan,45.49,9.2,2022-08-13,22.62,0,1,4,0,0,Small
206158430251,44,The French Kitchen,76199,IT,Milan,45.48,9.2,2022-08-30,24.1,0,1,1,0,0,Tiny
206158430251,44,The French Kitchen,76199,IT,Milan,45.48,9.2,2022-08-30,23.62,0,1,1,0,0,Tiny
206158430251,44,The French Kitchen,76199,IT,Milan,45.48,9.2,2022-09-19,13.98,0,2,2,0,0,Tiny
103079215162,59,Azalea Cafe,1670,FR,Paris,48.88,2.29,2022-09-28,17.4,0,1,3,0,0,Small
257698037826,67,Crimson and Clover,29989,GB,London,51.51,-0.14,2022-09-18,10.78,0,0,10,0,0,Small
223338299430,39,Cinnamon Grill,71667,FR,Paris,48.87,2.33,2022-08-14,19.14,0,3,4,0,0,Small
240518168643,68,Delish Cafe,73942,GB,London,51.51,-0.18,2022-08-06,15.55,0,1,3,0,0,Small
240518168643,68,Delish Cafe,73942,GB,London,51.51,-0.18,2022-08-06,15.78,0,1,3,0,0,Small
197568495654,39,Cinnamon Grill,30694,IT,Milan,45.48,9.19,2022-08-30,24.2,0,3,4,0,0,Small
223338299432,41,The Daily Bread,71667,FR,Paris,48.87,2.34,2022-09-03,17.2,0,1,5,0,0,Small
180388626439,8,The Green Olive,78270,US,Piney Creek,36.56,-81.33,2022-08-22,20.46,0,3,4,0,0,Small
42949672986,27,The Corner Cafe,99501,ES,Barcelona,41.41,2.22,2022-08-26,24.08,0,0,3,0,0,Small
61,62,Cafe Luminoso,18235,GB,London,51.51,-0.15,2022-08-24,17.53,0,1,4,0,0,Small
197568495677,62,Cafe Luminoso,30694,FR,Paris,48.87,2.34,2022-09-03,16.58,0,0,4,0,0,Small
266287972407,56,The Waffle House,70700,FR,Paris,48.87,2.3,2022-09-28,17.59,0,3,4,0,0,Small
223338299422,31,Bistro 42,71667,IT,Milan,45.47,9.19,2022-08-05,23.46,0,5,4,0,0,Tiny
214748364844,45,The Green Bean,23242,FR,Paris,48.84,2.3,2022-08-14,19.9,0,0,1,0,0,Small
154618822695,40,Crimson Cafe,69842,IT,Milan,45.48,9.2,2022-08-16,25.47,0,2,1,0,0,Tiny
257698037813,54,The Spice House,29989,FR,Paris,48.87,2.33,2022-09-03,16.66,0,9,12,0,0,Small
257698037813,54,The Spice House,29989,FR,Paris,48.87,2.33,2022-08-14,19.0,0,2,3,0,0,Small
146028888106,43,The Food House,6723,IT,Milan,45.47,9.19,2022-08-16,25.37,0,2,7,0,0,Small
154618822700,45,The Green Bean,69842,US,Mott,46.38,-102.34,2022-09-06,17.83,0,4,3,0,0,Tiny
85899345937,18,The Harvest Room,80392,US,Columbia,39.18,-76.85,2022-09-16,21.76,0,3,3,0,0,Tiny
42949672997,38,Cafe Viva,99501,IT,Milan,45.47,9.19,2022-09-11,17.98,0,1,1,0,0,Tiny
85899345976,57,The Yellow Submarine,80392,GB,London,51.5,-0.19,2022-08-17,15.54,0,4,4,0,0,Tiny
231928234029,46,The Italian Table,58574,FR,Paris,48.87,2.3,2022-09-28,17.87,0,2,10,0,0,Small
266287972390,39,Cinnamon Grill,70700,IT,Milan,45.47,9.19,2022-08-13,22.42,0,4,2,0,0,Tiny
77309411385,58,A Tasty Bite,63415,GB,London,51.49,-0.19,2022-08-05,15.16,0,2,6,0,0,Small
85899345977,58,A Tasty Bite,80392,GB,London,51.51,-0.18,2022-08-24,16.79,0,2,1,0,0,Tiny
103079215168,65,Chef's Corner,1670,GB,London,51.51,-0.15,2022-09-22,14.43,0,2,4,0,0,Small
25769803846,71,Fire and Spice,95123,NL,Amsterdam,52.37,4.89,2022-08-07,16.41,0,3,5,0,0,Small
137438953527,56,The Waffle House,17484,GB,London,51.52,-0.16,2022-08-24,17.56,0,2,4,0,0,Small
214748364851,52,The Red Door,23242,FR,Paris,48.85,2.34,2022-08-14,19.18,0,3,4,0,0,Small
206158430280,73,Fresh Harvest,76199,GB,London,51.5,-0.18,2022-08-05,15.25,0,0,3,0,0,Small
17179869240,57,The Yellow Submarine,66775,FR,Paris,48.86,2.31,2022-08-17,17.91,0,5,4,0,0,Tiny
171798691881,42,The Daily Scoop,28451,FR,Paris,48.85,2.32,2022-08-17,17.69,0,1,5,0,0,Small
51539607583,32,The Orange Peeler,1672,IT,Milan,45.48,9.2,2022-08-16,25.5,0,1,9,0,0,Small
249108103213,46,The Italian Table,62927,IT,Milan,45.49,9.2,2022-09-19,14.26,0,4,4,0,0,Tiny
103079215163,60,Big City Grill,1670,FR,Paris,48.88,2.32,2022-09-03,16.89,0,2,2,0,0,Tiny
154618822696,41,The Daily Bread,69842,IT,Milan,45.49,9.18,2022-08-05,24.26,0,4,3,0,0,Tiny
249108103213,46,The Italian Table,62927,IT,Milan,45.49,9.2,2022-09-11,17.63,0,4,4,0,0,Tiny
25769803797,22,The Red Pepper,95123,ES,Barcelona,41.39,2.16,2022-08-26,24.99,0,2,10,0,0,Small
51539607601,50,The Pancake House,1672,FR,Paris,48.87,2.3,2022-08-17,17.8,0,7,6,0,0,Tiny
85899345965,46,The Italian Table,80392,FR,Paris,48.84,2.33,2022-08-17,17.65,0,3,5,0,0,Small
103079215162,59,Azalea Cafe,1670,FR,Paris,48.88,2.29,2022-08-17,17.75,0,3,2,0,0,Tiny
180388626484,53,The Red Rooster,78270,FR,Paris,48.88,2.33,2022-09-03,16.9,0,3,4,0,0,Small
8589934633,42,The Daily Scoop,21234,FR,Paris,48.85,2.34,2022-09-28,18.4,0,1,4,0,0,Small
188978561089,66,City Bites,5034,FR,Paris,48.88,2.29,2022-08-17,18.19,0,1,2,0,0,Small
120259084326,39,Cinnamon Grill,40542,FR,Paris,48.85,2.35,2022-08-14,18.94,0,2,5,0,0,Small
249108103224,57,The Yellow Submarine,62927,FR,Paris,48.86,2.33,2022-08-13,17.87,0,2,3,0,0,Small
249108103224,57,The Yellow Submarine,62927,FR,Paris,48.86,2.33,2022-08-17,18.3,0,1,7,0,0,Small
8589934662,71,Fire and Spice,21234,NL,Amsterdam,52.36,4.88,2022-08-07,16.65,0,3,3,0,0,Tiny
17179869195,12,The Wooden Spoon,66775,US,Dahlonega,34.53,-83.98,2022-09-12,17.12,0,3,4,0,0,Small
180388626442,11,The Flaming Wok,78270,US,Livermore,37.7,-121.77,2022-08-10,22.1,0,5,4,0,0,Tiny
77309411390,63,Cafe Paris,63415,GB,London,51.51,-0.07,2022-08-06,15.5,0,4,3,0,0,Tiny
8589934633,42,The Daily Scoop,21234,FR,Paris,48.85,2.34,2022-08-17,17.43,0,5,3,0,0,Tiny
146028888105,42,The Daily Scoop,6723,IT,Milan,45.46,9.18,2022-08-16,25.13,0,2,3,0,0,Small
