id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,date,avg_tmpr_c,erroneous_orders_data,tiny_orders,small_orders,medium_orders,large_orders,most_popular_order_type
94489280571,60,Big City Grill,49283,GB,London,51.52,-0.13,2022-08-06,16.08,0,1,7,0,0,Small
266287972391,40,Crimson Cafe,70700,IT,Milan,45.47,9.19,2022-09-11,17.98,0,1,2,0,0,Small
77309411381,54,The Spice House,63415,FR,Paris,48.88,2.33,2022-09-03,17.06,0,4,2,0,0,Tiny
257698037813,54,The Spice House,29989,FR,Paris,48.87,2.33,2022-09-28,17.5,0,2,3,0,0,Small
77309411329,2,Bella Cucina,63415,US,Bowling Green,27.6,-81.82,2022-08-15,28.09,0,1,4,0,0,Small
146028888106,43,The Food House,6723,IT,Milan,45.47,9.19,2022-08-16,25.36,0,2,7,0,0,Small
197568495656,41,The Daily Bread,30694,IT,Milan,45.49,9.2,2022-08-05,24.04,0,2,7,0,0,Small
42949672997,38,Cafe Viva,99501,IT,Milan,45.47,9.19,2022-09-11,18.4,0,1,1,0,0,Tiny
103079215176,73,Fresh Harvest,1670,GB,London,51.53,-0.13,2022-09-02,13.54,0,1,2,0,0,Small
231928234029,46,The Italian Table,58574,FR,Paris,48.87,2.3,2022-09-28,18.28,0,1,5,0,0,Small
197568495644,29,The Olive Branch,30694,ES,Barcelona,41.39,2.16,2022-08-26,24.5,0,2,4,0,0,Small
25769803846,71,Fire and Spice,95123,NL,Amsterdam,52.37,4.89,2022-08-03,18.3,0,4,10,0,0,Small
249108103215,48,The Local Cafe,62927,IT,Milan,45.51,9.12,2022-09-02,17.39,0,2,4,0,0,Small
180388626475,44,The French Kitchen,78270,FR,Paris,48.85,2.35,2022-09-28,18.65,0,0,5,0,0,Small
34359738430,63,Cafe Paris,87979,GB,London,51.5,-0.13,2022-08-17,15.74,0,2,3,0,0,Small
36,37,Cafe Crepe,18235,IT,Milan,45.46,9.19,2022-09-19,14.2,0,2,4,0,0,Small
77309411362,35,Basilica Bistro,63415,IT,Milan,45.49,9.16,2022-09-11,17.57,0,5,5,0,0,Tiny
111669149743,48,The Local Cafe,22875,FR,Paris,48.87,2.33,2022-09-03,17.28,0,2,8,0,0,Small
85899345977,58,A Tasty Bite,80392,GB,London,51.51,-0.18,2022-09-18,10.22,0,0,5,0,0,Small
188978561095,72,Flamingo Cafe,5034,GB,London,51.51,-0.14,2022-08-24,16.6,0,2,7,0,0,Small
17179869250,67,Crimson and Clover,66775,GB,London,51.5,-0.19,2022-09-19,13.41,0,2,1,0,0,Tiny
60129542207,64,Chateau de Cuisine,85945,GB,London,51.53,-0.12,2022-08-24,17.01,0,2,4,0,0,Small
188978561098,75,Greenhouse Cafe,5034,GB,London,51.52,-0.12,2022-09-02,14.08,0,3,4,0,0,Small
231928234001,18,The Harvest Room,58574,ES,Barcelona,41.39,2.17,2022-08-26,24.9,0,0,14,0,0,Small
214748364853,54,The Spice House,23242,FR,Paris,48.86,2.33,2022-09-28,17.88,0,2,2,0,0,Tiny
206158430251,44,The French Kitchen,76199,IT,Milan,45.48,9.2,2022-08-16,25.05,0,0,3,0,0,Small
154618822712,57,The Yellow Submarine,69842,FR,Paris,48.86,2.31,2022-08-14,19.86,0,1,7,0,0,Small
214748364846,47,The Juicy Burger,23242,FR,Paris,48.85,2.34,2022-08-17,18.08,0,3,5,0,0,Small
128849018941,62,Cafe Luminoso,14894,GB,London,51.46,-0.21,2022-08-17,16.49,0,1,3,0,0,Small
8589934633,42,The Daily Scoop,21234,FR,Paris,48.85,2.34,2022-08-14,18.94,0,2,2,0,0,Tiny
180388626463,32,The Orange Peeler,78270,IT,Milan,45.45,9.21,2022-08-13,22.59,0,3,3,0,0,Tiny
51539607599,48,The Local Cafe,1672,FR,Paris,48.87,2.32,2022-08-17,17.78,0,1,3,0,0,Small
240518168651,76,Happy Hour Cafe,73942,NL,Amsterdam,52.38,4.89,2022-08-02,18.74,0,0,3,0,0,Small
25769803840,65,Chef's Corner,95123,GB,London,51.53,-0.08,2022-09-02,13.67,0,2,3,0,0,Small
17179869256,73,Fresh Harvest,66775,GB,London,51.51,-0.13,2022-09-02,14.19,0,1,12,0,0,Small
51539607583,32,The Orange Peeler,1672,IT,Milan,45.48,9.2,2022-08-13,21.97,0,2,4,0,0,Small
214748364857,58,A Tasty Bite,23242,FR,Paris,48.87,2.33,2022-08-14,19.69,0,1,3,0,0,Small
214748364857,58,A Tasty Bite,23242,FR,Paris,48.87,2.33,2022-08-17,17.95,0,2,8,0,0,Small
163208757323,76,Happy Hour Cafe,48721,NL,Amsterdam,52.37,4.89,2022-08-07,16.22,0,1,2,0,0,Small
34359738434,67,Crimson and Clover,87979,GB,London,51.51,-0.32,2022-09-22,14.64,0,3,3,0,0,Tiny
188978561100,77,Harvest Kitchen,5034,GB,London,51.53,-0.14,2022-09-02,14.36,0,5,5,0,0,Tiny
231928234029,46,The Italian Table,58574,FR,Paris,48.87,2.3,2022-09-28,17.57,0,1,5,0,0,Small
146028888124,61,Blue Water Bistro,6723,FR,Paris,48.85,2.35,2022-08-13,17.55,0,2,3,0,0,Small
103079215168,65,Chef's Corner,1670,GB,London,51.51,-0.15,2022-08-24,17.3,0,5,4,0,0,Tiny
77309411384,57,The Yellow Submarine,63415,GB,London,51.49,-0.14,2022-08-05,14.41,0,1,5,0,0,Small
180388626475,44,The French Kitchen,78270,FR,Paris,48.85,2.35,2022-08-17,18.32,0,0,6,0,0,Small
163208757289,42,The Daily Scoop,48721,IT,Milan,45.47,9.19,2022-09-19,13.82,0,4,2,0,0,Tiny
120259084315,28,The Spicy Pickle,40542,IT,Milan,45.47,9.19,2022-08-16,25.01,0,1,6,0,0,Small
42949672967,8,The Green Olive,99501,US,Forest City,35.33,-81.89,2022-08-21,26.52,0,2,4,0,0,Small
85899345973,54,The Spice House,80392,FR,Paris,48.88,2.32,2022-08-17,17.55,0,1,3,0,0,Small
111669149743,48,The Local Cafe,22875,FR,Paris,48.87,2.33,2022-08-14,19.68,0,0,5,0,0,Small
214748364856,57,The Yellow Submarine,23242,FR,Paris,48.87,2.35,2022-09-28,17.75,0,2,6,0,0,Small
85899345958,39,Cinnamon Grill,80392,IT,Milan,45.49,9.21,2022-09-19,14.35,0,2,3,0,0,Small
17179869237,54,The Spice House,66775,FR,Paris,48.85,2.34,2022-08-13,17.8,0,1,3,0,0,Small
249108103235,68,Delish Cafe,62927,GB,London,51.51,-0.08,2022-08-06,15.54,0,2,8,0,0,Small
163208757290,43,The Food House,48721,IT,Milan,45.47,9.22,2022-08-16,25.15,0,1,4,0,0,Small
47,48,The Local Cafe,18235,FR,Paris,48.85,2.34,2022-08-13,18.1,0,3,4,0,0,Small
188978561098,75,Greenhouse Cafe,5034,GB,London,51.52,-0.12,2022-09-22,13.9,0,0,4,0,0,Small
51539607583,32,The Orange Peeler,1672,IT,Milan,45.48,9.2,2022-08-30,23.78,0,1,5,0,0,Small
8589934655,64,Chateau de Cuisine,21234,GB,London,51.52,-0.08,2022-09-18,10.23,0,3,8,0,0,Small
154618822712,57,The Yellow Submarine,69842,FR,Paris,48.86,2.31,2022-08-13,17.62,0,0,4,0,0,Small
137438953493,22,The Red Pepper,17484,US,South Portland,43.64,-70.34,2022-09-27,19.11,0,4,5,0,0,Small
240518168643,68,Delish Cafe,73942,GB,London,51.51,-0.18,2022-08-24,17.41,0,1,5,0,0,Small
240518168643,68,Delish Cafe,73942,GB,London,51.51,-0.18,2022-09-18,10.24,0,1,2,0,0,Small
214748364870,71,Fire and Spice,23242,GB,London,51.51,-0.19,2022-09-18,10.28,0,4,6,0,0,Small
146028888105,42,The Daily Scoop,6723,IT,Milan,45.46,9.18,2022-08-16,25.38,0,2,3,0,0,Small
146028888105,42,The Daily Scoop,6723,IT,Milan,45.46,9.18,2022-09-11,17.53,0,2,2,0,0,Tiny
180388626439,8,The Green Olive,78270,US,Piney Creek,36.56,-81.33,2022-08-28,16.19,0,3,4,0,0,Small
180388626479,48,The Local Cafe,78270,FR,Paris,48.86,2.34,2022-08-13,17.87,0,3,4,0,0,Small
214748364834,35,Basilica Bistro,23242,IT,Milan,45.46,9.18,2022-08-16,25.53,0,1,3,0,0,Small
214748364857,58,A Tasty Bite,23242,FR,Paris,48.87,2.33,2022-09-03,17.26,0,1,2,0,0,Small
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.37,4.9,2022-08-03,18.29,0,1,2,0,0,Small
223338299422,31,Bistro 42,71667,IT,Milan,45.47,9.19,2022-09-11,18.03,0,0,2,0,0,Small
137438953524,53,The Red Rooster,17484,GB,London,51.51,-0.13,2022-09-22,13.84,0,2,8,0,0,Small
103079215118,15,The Pearl Kitchen,1670,US,West Memphis,35.16,-90.16,2022-08-27,23.31,0,3,7,0,0,Small
128849018885,6,The Daily Grind,14894,US,Raleigh,35.95,-78.54,2022-08-08,23.06,0,2,1,0,0,Tiny
137438953526,55,The Steak House,17484,GB,London,51.52,-0.16,2022-09-02,14.36,0,3,9,0,0,Small
42949672997,38,Cafe Viva,99501,IT,Milan,45.47,9.19,2022-08-30,24.2,0,1,4,0,0,Small
42949672997,38,Cafe Viva,99501,IT,Milan,45.47,9.19,2022-09-11,18.03,0,1,1,0,0,Tiny
180388626459,28,The Spicy Pickle,78270,US,Cody,44.52,-109.08,2022-08-26,20.64,0,3,2,0,0,Tiny
